FNETID,pres,Year,datatype,BCAlbX,BCAlbY,BEC,Elevation,Aspect,Slope,CTI,Rugg9,Tave_sm,MSP,PAS
2555273,0,1997,NA,1029076.612,473741.027,MH,1134,-0.029587878,40.9534111,10.04520893,0.13008523,11.9,1719,1813
2562233,0,2006,NA,1101076.612,473441.027,MH,962,-0.697224855,7.054843903,12.99392128,0.0149441,12.4,171,430
2576337,0,1997,NA,1055476.612,472741.027,MH,968,-0.906675279,9.087002754,12.48919487,0.024950475,12.6,1773,2684
2580443,0,1997,NA,1050076.612,472541.027,MH,1161,0.791855037,20.25544357,10.20722198,0.090496585,11.6,2077,3341
2588648,0,1996,NA,1038576.612,472141.027,MH,1155,0.035562553,34.13230515,10.87533379,0.110978588,11.5,877,1502
2594934,1,2002,PUB,1043194.77,471797.365,MH,1300,-0.509031713,29.26561165,12.47280788,0.146833822,11,843,2052
2599684,0,2002,NA,1102176.612,471641.027,MH,1058,-0.969153225,12.29702091,11.38626862,0.010382287,11.9,295,776
2601128,0,1997,NA,1038576.612,471541.027,MH,1184,-0.260681689,18.14916611,10.32568836,0.136651129,11.4,1909,2263
2601298,1,1998,FS,1055531.55,471566.89,MH,1248,-0.971891642,22.22956848,9.814160347,0.04953653,12.2,838,2012
2605389,0,1997,NA,1048676.612,471341.027,MH,1064,-0.878591299,26.56533813,10.76624298,0.022844762,12.1,2036,2749
2607541,1,1997,FS,1055895.96,471201.6,AT,1484,-0.698719978,11.10209084,10.96454239,0.093622468,10.2,2289,5380
2609622,1,1997,FS,1055988.61,471115.34,AT,1484,-0.652849376,11.22695827,10.77833843,0.098833814,10.2,2266,5353
2613782,1,1998,FS,1056004.68,470941,AT,1500,0.696952224,12.26875496,10.73605919,0.090012252,11.1,861,2761
2618438,0,1998,NA,1105576.612,470741.027,MH,1126,0.065690696,22.46096802,10.09363937,0.015879596,12.8,262,515
2622570,1,1998,FS,1102782.25,470521.41,AT,1391,-0.709765255,28.33268166,10.92665482,0.019953316,11.9,313,818
2626734,1,1999,FS,1103180.36,470308.16,AT,1495,-0.9824422,14.27716923,10.57890034,0.100893088,10,454,1710
2628808,1,1997,FS,1102572.23,470242.78,AT,1379,-0.851513088,26.48348808,10.38739967,0.048108134,11,737,1780
2634512,0,1998,NA,1048976.612,469941.027,MH,1182,0.675824165,40.63779449,9.246454239,0.048139784,12.4,789,1503
2643365,1,1998,FS,1102237.87,469526.02,AT,1464,-0.416146636,23.70391655,11.89173126,0.049734987,11.6,324,931
2645441,1,1998,FS,1101920.25,469452.02,AT,1398,-0.99232316,31.88318062,10.37823868,0.052034542,11.9,306,845
2645442,1,1998,FS,1101972.5,469473.16,AT,1334,-0.949198782,26.98211098,11.76453304,0.047495808,12.1,302,784
2645444,1,2006,PUB,1102143.079,469444.398,AT,1453,-0.756472051,33.3331871,10.72794628,0.047314208,10.8,245,924
2645445,1,1998,FS,1102245.07,469448.31,AT,1498,-0.804208338,25.6071682,11.04443359,0.054243017,11.5,326,967
2645447,1,1997,FS,1102485.47,469426.14,AT,1508,-0.989325821,13.49925995,11.73579502,0.065059617,10.5,771,2016
2646909,1,1998,PUB,1040708.601,469302.8,AT,1121,-0.993785143,16.26806068,10.51123333,0.024498928,12.6,822,1128
2647526,1,1998,FS,1102350,469308.59,AT,1539,-0.996178627,23.22618294,11.31571674,0.065906763,11.3,327,1009
2647526,1,1998,FS,1102405.42,469349.86,AT,1539,-0.97454071,18.77354813,10.98255157,0.066141389,11.3,329,1014
2647531,1,1998,FS,1102906.78,469317.37,AT,1383,-0.629972219,18.75181007,10.3512392,0.033874512,11.9,333,860
2651685,1,1999,FS,1102228.44,469120.59,AT,1634,-0.347477168,6.319768906,11.41081524,0.072578244,9.4,460,1914
2651686,1,1998,FS,1102419.02,469140.39,AT,1619,-0.922731161,23.63401413,10.45145512,0.074955784,11,331,1095
2653765,1,1997,FS,1102245.72,469041.29,AT,1608,0.521849513,21.63321877,10.13516808,0.07542523,10.1,767,2106
2653766,1,1999,FS,1102341.872,469087.562,AT,1619,-0.994605303,16.12251854,12.1039629,0.075603627,9.5,455,1886
2655848,1,1997,FS,1102555.17,468947.94,AT,1672,-0.420017779,19.97787666,10.22222328,0.076995,9.8,781,2202
2657927,1,1999,FS,1102501.27,468820.72,AT,1672,0.304818124,15.97131252,10.13624191,0.078643419,9.3,461,1958
2664167,1,2000,PUB,1102472.595,468503.608,AT,1589,0.932001114,24.88197517,11.21277523,0.057519417,10.2,578,1270
2668332,1,1998,FS,1102929.54,468371.2,AT,1433,-0.239153713,38.72578812,10.5297327,0.064357333,11.7,328,891
2682893,1,1999,FS,1103066.32,467674.73,AT,1544,0.827865183,15.59382915,10.48656273,0.103757128,9.7,454,1773
2688495,0,1998,NA,1039276.612,467341.027,MH,1039,0.998845935,17.89260292,11.39127254,0.027979627,13,753,874
2689144,1,1998,FS,1104158.26,467291.38,AT,1495,-0.99885118,17.37280273,11.66731453,0.040826775,11.5,327,976
2695381,1,1999,FS,1103842.167,467006.12,AT,1480,0.278230399,13.73938274,11.37646675,0.068418525,10,440,1701
2696842,1,2006,PUB,1041973.518,466949.365,AT,1219,-0.186686605,39.56216049,10.16644096,0.065440238,11.3,794,1480
2713645,0,1996,NA,1058276.612,466141.027,MH,1127,-0.06364309,37.78585815,11.76744747,0.071511447,11.9,831,1997
2734394,0,2006,NA,1053176.612,465141.027,MH,1179,0.03681539,16.64465332,11.11092472,0.024978543,11.5,796,2152
2740626,1,1996,FS,1052426.12,464822.52,MH,1186,-0.691464722,15.51412678,11.24669075,0.053460956,11.5,1181,2613
2742706,1,1996,FS,1052380.14,464720.69,MH,1219,-0.937628686,21.38091469,12.14319229,0.047372136,11.4,1180,2711
2742722,0,2004,NA,1053976.612,464741.027,MH,915,-0.996161878,24.54878044,9.915618896,0.035622869,13.8,1729,1304
2744784,0,2005,NA,1052176.612,464641.027,MH,1230,-0.98625499,24.45460892,11.09691334,0.050561409,11.3,1493,2400
2744789,1,1996,FS,1052684.25,464632.95,MH,1251,-0.82676971,15.87031174,10.78810501,0.039915957,11.2,1184,2823
2746866,1,1996,FS,1052338.19,464519.03,AT,1283,-0.999633372,41.63722229,10.00987053,0.057671722,11.2,1179,2901
2751031,1,1995,FS,1052864.38,464390.23,MH,1297,-0.888805747,23.82907295,10.72070217,0.025531534,11,1316,2998
2751034,1,1997,FS,1053158.79,464344.1,MH,1275,-0.37958622,20.10587883,10.21528435,0.019582866,11.1,2523,4268
2753106,1,2013,PUB,1052355.175,464217.4121,AT,1440,-0.209240422,15.51143074,10.24446487,0.087356187,10.5,1395,3128
2753110,1,1996,FS,1052750.39,464235.67,MH,1332,-0.035844166,15.91684532,11.38441467,0.043429058,10.9,1187,3084
2753114,1,1997,FS,1053166.07,464238.4,MH,1271,0.068999387,14.06922722,10.59418869,0.019320358,11.1,2511,4244
2755190,1,1996,FS,1052774.43,464136.65,AT,1337,-0.053947385,22.93315887,10.52892971,0.051285449,10.8,1192,3146
2761427,1,2002,PUB,1052521.751,463888.825,AT,1440,0.398468614,15.39862823,10.49979591,0.062998548,10.5,1147,3720
2763511,1,1997,FS,1052829.92,463754.94,MH,1309,0.210448876,33.52297211,10.31527615,0.02827595,10.9,2554,4457
2766070,0,1996,NA,1100776.612,463641.027,MH,997,-0.747653961,19.86214447,12.42575359,0.032565553,12.4,336,694
2767672,0,1997,NA,1052976.612,463541.027,CWH,1243,0.853220522,13.8955555,10.6071167,0.046407629,11.2,2536,4129
2773964,0,2004,NA,1058176.612,463241.027,MH,1249,0.416496605,14.70032501,9.72495842,0.115520902,12.3,1530,1854
2784984,0,2003,NA,1120176.612,462741.027,MH,894,-0.336305976,20.06960297,11.05650234,0.014699865,13.2,229,330
2791223,0,1996,NA,1120076.612,462441.027,MH,908,-0.642109036,27.38760567,11.25426483,0.013893599,13.2,252,473
2805055,1,2004,PUB,1047241.897,461716.321,MH,1185,0.993332446,9.359343529,11.01323986,0.170133516,12.4,1783,1489
2809225,0,2009,NA,1048276.612,461541.027,AT,1205,-0.476944536,23.78525162,10.02962589,0.129225835,11.8,1286,1951
2830648,0,2002,NA,1110576.612,460541.027,MH,1297,0,2.050001621,12.56370258,0.01321835,11,334,1316
2841121,0,1995,NA,1117876.612,460041.027,MH,1086,-0.719447017,14.56970024,10.40287971,0.017387766,12.2,359,854
2841126,0,1997,NA,1118376.612,460041.027,MH,1098,-0.857633829,6.651732922,12.05232811,0.014107504,12.2,620,1438
2843222,0,2001,NA,1119976.612,459941.027,MH,1043,0.660007596,12.58148098,12.14766502,0.00302124,11.8,457,519
2845039,0,1997,NA,1093676.612,459841.027,MH,988,-0.697302997,17.83573532,10.34430885,0.034096517,12.2,790,1471
2845242,0,1996,NA,1113976.612,459841.027,MH,967,0.417188764,45.12913513,9.205828667,0.070083335,12.9,323,648
2848719,0,1995,NA,1045676.612,459641.027,MH,1183,-0.24280706,37.21458435,9.485507965,0.075406961,11.6,1138,1750
2849392,0,1997,NA,1112976.612,459641.027,AT,1274,-0.909668148,33.13550949,11.83408451,0.038159687,11.4,734,1916
2853554,1,1998,FS,1113206.1,459394.68,AT,1308,-0.979970396,17.08814049,11.29946613,0.053409059,12.2,301,875
2857711,1,1998,FS,1112892.23,459252.81,AT,1402,-0.998938441,22.18934822,11.34888935,0.100801446,11.8,313,1030
2857714,1,1999,FS,1113156.21,459218.63,AT,1486,-0.998651087,34.68607712,9.540278435,0.093564726,9.9,431,2098
2857715,1,1999,FS,1113254.38,459268.66,AT,1372,-0.969376266,36.60383224,11.12433624,0.074776918,10.4,421,1850
2857716,1,1997,FS,1113389.81,459192.21,AT,1430,-0.905629218,38.29421616,10.13972759,0.09236861,10.7,750,2269
2859116,1,2004,PUB,1045342.493,459149.17,CWH,968,0.789054394,36.00382996,9.529654503,0.052971546,13.3,1615,890
2859799,1,1998,FS,1113648.04,459102.81,AT,1444,-0.961721539,30.65568542,9.73338604,0.072494887,11.6,306,1077
2861878,1,1998,FS,1113540.08,459047.38,AT,1482,-0.954877257,17.51051712,11.72452736,0.094373353,11.4,311,1137
2863324,0,2000,NA,1050176.612,458941.027,MH,1026,0.999943852,7.899672031,13.67028522,0.057522807,12.4,1726,1366
2863905,1,2006,PUB,1108296.354,458915.141,AT,1349,-0.990250647,18.82045555,10.58547592,0.107424699,11,236,968
2863957,1,1999,FS,1113435.06,458969.07,AT,1498,-0.853522182,17.93748283,10.54686832,0.104789637,9.9,426,2116
2868064,1,1999,FS,1108185.89,458724.21,AT,1284,0.230220735,39.05491638,9.419365883,0.087637536,10.6,390,1601
2868119,1,1999,FS,1113715.27,458713.23,AT,1513,-0.10506206,10.18902779,10.92663383,0.117262661,9.8,419,2109
2874384,0,1995,NA,1116176.612,458441.027,MH,1042,-0.81012845,10.14986229,10.64200497,0.026094696,12.4,370,829
2876402,0,1996,NA,1109976.612,458341.027,MH,979,-0.87461555,19.44621658,10.05930138,0.017495709,12.7,343,685
2876462,0,1995,NA,1115976.612,458341.027,MH,1085,-0.411900461,17.22027397,11.48712444,0.036185842,12.2,379,901
2878471,0,1997,NA,1108876.612,458241.027,MH,1271,0.029592842,33.33708191,10.32233238,0.030844418,11.2,699,1931
2882696,0,1996,NA,1115376.612,458041.027,MH,1077,0.588567257,6.532476425,11.37743282,0.037012078,12.4,338,837
2886803,0,2006,NA,1110076.612,457841.027,MH,1125,-0.916067481,18.27560616,13.20263863,0.013665847,12,241,749
2891000,0,1996,NA,1113776.612,457641.027,MH,1066,0.704470992,42.86417389,10.89439869,0.028678706,12.5,342,818
2897246,0,1999,NA,1114376.612,457341.027,MH,1176,0.887619853,39.70141983,10.41391468,0.057231855,11.2,388,1440
2901398,0,1997,NA,1113576.612,457141.027,MH,968,-0.370360136,8.95665741,15.2931881,0.013508361,12.6,689,1322
2913842,0,1998,NA,1109976.612,456541.027,CWH,1123,0.9887321,27.86043358,11.23417664,0.026317643,12.8,281,660
2913912,0,1997,NA,1116976.612,456541.027,MH,1085,0.971598685,35.85852814,11.67672729,0.034633495,12.3,628,1420
2922080,1,1995,FS,1101786.38,456112.24,MH,1236,-0.955785632,19.83054352,11.83969402,0.048556387,11.3,470,1533
2924153,0,1997,NA,1101076.612,456041.027,MH,1375,-0.926695526,27.59756279,10.55216885,0.081815459,10.6,860,2868
2924162,1,1998,FS,1101991.86,456013.64,AT,1333,-0.931107581,36.20940781,10.90841293,0.081279516,11.8,342,1201
2926337,0,2005,NA,1111476.612,455941.027,MH,1199,0.981832266,13.8010664,12.27443886,0.02378346,11.4,417,819
2928321,1,1995,FS,1101888.28,455826.42,AT,1450,-0.187965184,26.81650162,9.79031086,0.106207483,10.5,489,2027
2928321,1,1998,FS,1101906.25,455877.15,AT,1425,-0.9788661,32.07127762,10.26647472,0.105097264,11.5,348,1381
2930402,1,1996,PUB,1101956.878,455780.505,AT,1463,-0.963669598,11.50139046,9.654424667,0.115527779,10.6,421,1862
2930404,1,1995,FS,1102202.94,455729.29,AT,1399,-0.495162398,25.05404663,11.32239532,0.119839989,10.7,483,1893
2932483,1,1995,FS,1102086.56,455634.54,AT,1506,0.994085252,9.282327652,11.02165031,0.134894013,10.3,487,2118
2938679,0,1997,NA,1097676.612,455341.027,MH,920,-0.422865927,26.84412575,9.8913517,0.027566133,12.6,837,1522
2940792,0,2004,NA,1100976.612,455241.027,MH,1295,0.278578043,29.01275444,10.52761555,0.06138394,12.1,696,1215
2951177,0,1997,NA,1099476.612,454741.027,MH,1046,-0.794558823,20.53174782,12.61572266,0.05989084,12,846,1913
2971964,0,1997,NA,1098176.612,453741.027,CWH,1192,0.383029938,26.2026825,11.56355667,0.028679648,11.4,854,2272
2992807,1,1997,FS,1102458.87,452737.52,MH,1329,-0.356574327,14.63630772,10.09641743,0.080309264,10.9,867,2594
2993100,1,1995,PUB,1131815,452730.476,MH,1145,-0.994652033,10.60257435,11.40925694,0.045730684,12,290,763
3059457,0,1997,NA,1111476.612,449541.027,MH,1041,-0.947723329,15.04513073,11.68747997,0.030237269,12.3,665,1264
3078279,0,1995,NA,1121676.612,448641.027,MH,1128,0.987525821,8.209158897,11.74383068,0.032230236,11.9,488,1068
3084397,0,1996,NA,1109476.612,448341.027,MH,1230,0.228510261,20.8637085,12.04479694,0.035004791,11.7,393,1008
3113656,0,1997,NA,1123376.612,446941.027,MH,1417,0.117612109,15.74207497,10.14553642,0.100863419,10.8,863,2242
3132153,0,1997,NA,1101076.612,446041.027,CWH,1194,0.870599747,9.06459713,9.677437782,0.085189633,11.5,965,2435
3132243,0,2002,NA,1110076.612,446041.027,MH,924,-0.88446331,31.89386559,12.10214615,0.053368557,12.7,361,832
3140549,0,1998,NA,1108676.612,445641.027,MH,1020,-0.996994972,21.97981453,12.06353855,0.051225357,13.2,334,550
3163565,0,1997,NA,1122276.612,444541.027,MH,1265,0.63385433,35.93109894,11.19156456,0.08751867,11.3,860,1939
3192608,0,1999,NA,1114576.612,443141.027,MH,960,-0.110100724,27.21835136,11.08243847,0.081524134,12.1,343,891
3240522,0,1998,NA,1121976.612,440841.027,MH,1125,-0.944812059,11.00630665,11.25641727,0.041483656,12.7,308,614
3240525,0,2012,NA,1122276.612,440841.027,MH,1040,-0.793511331,22.12296677,10.11044788,0.024380248,11.9,335,926
3253012,0,2013,NA,1122976.612,440241.027,MH,1223,-0.992870569,16.2099781,11.13889408,0.063729934,11.3,460,997
3265566,1,1998,FS,1130348.48,439676.98,MH,1088,-0.848681509,46.18886185,9.211977005,0.069572635,12.8,289,555
3267646,1,1999,FS,1130374.91,439571.09,MH,1211,-0.871138692,44.12264252,10.39883995,0.077620707,10.9,401,1402
3271809,1,1995,FS,1130691.38,439360.17,MH,1366,-0.955823481,7.745537758,10.88366985,0.134295523,10.9,428,1274
3273890,1,1996,FS,1130728.41,439191.73,MH,1385,-0.379063845,21.45429802,10.93247223,0.116860658,11,369,1214
3286372,1,1999,FS,1130969.86,438636.78,MH,1318,0.131855547,26.64421463,10.97053337,0.074617177,10.5,407,1590
3294689,1,1999,FS,1130682.35,438243.02,MH,1330,-0.298460126,26.11487007,12.0026865,0.046244588,10.5,411,1610
